timestamp,ch1_bias,ch1_derivedPk,ch1_direct,ch1_directRMS,ch1_velocityPk,ch1_velocityRMS,ch2_bias,ch2_derivedPk,ch2_direct,ch2_directRMS,ch2_velocityPk,ch2_velocityRMS,status,volts
2/17/2025 12:44,-11.983,0.033,0.058,0.024,0.1,0.063,-12.023,0.045,0.082,0.032,0.15,0.103,imbalance,50
2/17/2025 12:44,-11.982,0.032,0.065,0.023,0.096,0.063,-12.023,0.046,0.079,0.032,0.158,0.105,imbalance,50
2/17/2025 12:44,-11.982,0.031,0.056,0.022,0.1,0.064,-12.024,0.05,0.072,0.035,0.154,0.105,imbalance,50
2/17/2025 12:44,-11.982,0.035,0.062,0.025,0.096,0.064,-12.023,0.046,0.073,0.032,0.153,0.105,imbalance,50
2/17/2025 12:44,-11.982,0.031,0.057,0.022,0.1,0.065,-12.023,0.046,0.095,0.033,0.159,0.104,imbalance,50
2/17/2025 12:44,-11.982,0.033,0.073,0.023,0.096,0.064,-12.023,0.05,0.074,0.035,0.151,0.104,imbalance,50
2/17/2025 12:44,-11.982,0.031,0.057,0.022,0.096,0.063,-12.023,0.045,0.074,0.032,0.158,0.105,imbalance,50
2/17/2025 12:44,-11.982,0.034,0.062,0.024,0.101,0.063,-12.023,0.046,0.079,0.033,0.149,0.105,imbalance,50
2/17/2025 12:44,-11.982,0.031,0.06,0.022,0.096,0.064,-12.023,0.049,0.07,0.035,0.159,0.103,imbalance,50
2/17/2025 12:44,-11.982,0.033,0.058,0.023,0.101,0.064,-12.023,0.047,0.078,0.033,0.152,0.105,imbalance,50
2/17/2025 12:44,-11.982,0.034,0.065,0.024,0.096,0.064,-12.024,0.045,0.092,0.032,0.16,0.106,imbalance,50
2/17/2025 12:44,-11.982,0.031,0.058,0.022,0.1,0.063,-12.024,0.049,0.079,0.035,0.15,0.104,imbalance,50
2/17/2025 12:44,-11.982,0.034,0.062,0.024,0.101,0.064,-12.023,0.047,0.071,0.033,0.159,0.103,imbalance,50
2/17/2025 12:44,-11.982,0.031,0.075,0.022,0.096,0.065,-12.024,0.049,0.075,0.034,0.158,0.104,imbalance,50
2/17/2025 12:44,-11.982,0.034,0.059,0.024,0.1,0.064,-12.023,0.046,0.092,0.032,0.154,0.104,imbalance,50
2/17/2025 12:44,-11.982,0.031,0.069,0.022,0.096,0.063,-12.023,0.051,0.088,0.036,0.158,0.106,imbalance,50
2/17/2025 12:44,-11.982,0.033,0.055,0.023,0.094,0.063,-12.024,0.046,0.071,0.033,0.149,0.103,imbalance,50
2/17/2025 12:44,-11.982,0.031,0.064,0.022,0.097,0.064,-12.024,0.05,0.067,0.035,0.153,0.104,imbalance,50
2/17/2025 12:45,-11.982,0.033,0.058,0.023,0.096,0.065,-12.024,0.048,0.088,0.034,0.159,0.105,imbalance,50
2/17/2025 12:45,-11.982,0.031,0.065,0.022,0.101,0.063,-12.024,0.046,0.074,0.032,0.159,0.105,imbalance,50
2/17/2025 12:45,-11.982,0.034,0.057,0.024,0.1,0.063,-12.024,0.048,0.081,0.034,0.151,0.104,imbalance,50
2/17/2025 12:45,-11.982,0.031,0.058,0.022,0.095,0.064,-12.024,0.048,0.075,0.034,0.159,0.103,imbalance,50
2/17/2025 12:45,-11.982,0.031,0.062,0.022,0.1,0.064,-12.024,0.046,0.071,0.033,0.149,0.104,imbalance,50
2/17/2025 12:45,-11.982,0.033,0.056,0.023,0.096,0.063,-12.023,0.046,0.078,0.032,0.159,0.105,imbalance,50
2/17/2025 12:45,-11.982,0.031,0.061,0.022,0.101,0.063,-12.024,0.049,0.07,0.035,0.152,0.105,imbalance,50
2/17/2025 12:45,-11.982,0.032,0.062,0.023,0.097,0.064,-12.023,0.046,0.081,0.032,0.159,0.103,imbalance,50
2/17/2025 12:45,-11.982,0.03,0.057,0.022,0.113,0.065,-12.023,0.048,0.08,0.034,0.151,0.104,imbalance,50
2/17/2025 12:45,-11.982,0.034,0.065,0.024,0.099,0.062,-12.024,0.046,0.07,0.032,0.158,0.105,imbalance,50
2/17/2025 12:45,-11.982,0.031,0.063,0.022,0.095,0.065,-12.024,0.048,0.078,0.034,0.15,0.105,imbalance,50
2/17/2025 12:45,-11.982,0.034,0.054,0.024,0.099,0.066,-12.023,0.046,0.081,0.032,0.169,0.103,imbalance,50
2/17/2025 12:45,-11.982,0.031,0.056,0.022,0.096,0.063,-12.024,0.049,0.076,0.035,0.154,0.103,imbalance,50
2/17/2025 12:45,-11.982,0.032,0.063,0.022,0.102,0.063,-12.024,0.046,0.07,0.032,0.162,0.105,imbalance,50
2/17/2025 12:45,-11.982,0.034,0.061,0.024,0.101,0.064,-12.023,0.048,0.078,0.034,0.155,0.109,imbalance,50
2/17/2025 12:45,-11.982,0.031,0.053,0.022,0.1,0.064,-12.024,0.046,0.068,0.032,0.16,0.103,imbalance,50
2/17/2025 12:45,-11.982,0.034,0.065,0.024,0.096,0.063,-12.024,0.049,0.08,0.034,0.151,0.108,imbalance,50
2/17/2025 12:46,-11.982,0.031,0.055,0.022,0.097,0.065,-12.024,0.045,0.071,0.032,0.149,0.1,imbalance,50
2/17/2025 12:46,-11.982,0.033,0.059,0.023,0.1,0.063,-12.024,0.049,0.073,0.035,0.151,0.105,imbalance,50
2/17/2025 12:46,-11.982,0.031,0.056,0.022,0.097,0.064,-12.024,0.045,0.08,0.032,0.158,0.103,imbalance,50
2/17/2025 12:46,-11.982,0.033,0.063,0.023,0.1,0.065,-12.024,0.049,0.072,0.034,0.158,0.105,imbalance,50
2/17/2025 12:46,-11.982,0.031,0.057,0.022,0.096,0.064,-12.023,0.045,0.081,0.032,0.151,0.104,imbalance,50
2/17/2025 12:46,-11.982,0.033,0.057,0.023,0.099,0.063,-12.023,0.049,0.071,0.035,0.16,0.103,imbalance,50
2/17/2025 12:46,-11.982,0.031,0.064,0.022,0.102,0.065,-12.023,0.045,0.083,0.032,0.152,0.105,imbalance,50
2/17/2025 12:46,-11.982,0.034,0.057,0.024,0.097,0.063,-12.023,0.048,0.081,0.034,0.158,0.105,imbalance,50
2/17/2025 12:46,-11.982,0.031,0.06,0.022,0.096,0.063,-12.023,0.046,0.07,0.033,0.159,0.102,imbalance,50
2/17/2025 12:46,-11.982,0.031,0.055,0.022,0.101,0.064,-12.023,0.045,0.071,0.032,0.152,0.104,imbalance,50
2/17/2025 12:46,-11.982,0.034,0.059,0.024,0.1,0.064,-12.023,0.05,0.078,0.035,0.159,0.105,imbalance,50
2/17/2025 12:46,-11.982,0.031,0.054,0.022,0.095,0.063,-12.023,0.046,0.078,0.032,0.152,0.105,imbalance,50
2/17/2025 12:46,-11.982,0.034,0.058,0.024,0.1,0.064,-12.023,0.048,0.069,0.034,0.16,0.104,imbalance,50
2/17/2025 12:46,-11.982,0.03,0.064,0.021,0.097,0.065,-12.023,0.045,0.078,0.032,0.151,0.104,imbalance,50
2/17/2025 12:46,-11.982,0.031,0.054,0.022,0.097,0.063,-12.023,0.045,0.081,0.032,0.158,0.105,imbalance,50
2/17/2025 12:46,-11.982,0.034,0.062,0.024,0.1,0.065,-12.023,0.049,0.071,0.034,0.159,0.104,imbalance,50
2/17/2025 12:46,-11.982,0.031,0.062,0.022,0.096,0.063,-12.023,0.045,0.073,0.032,0.15,0.103,imbalance,50
2/17/2025 12:46,-11.982,0.035,0.057,0.025,0.097,0.064,-12.023,0.051,0.078,0.036,0.158,0.104,imbalance,50
2/17/2025 12:47,-11.982,0.031,0.067,0.022,0.101,0.064,-12.023,0.046,0.074,0.032,0.151,0.105,imbalance,50
2/17/2025 12:47,-11.982,0.033,0.056,0.023,0.097,0.063,-12.024,0.046,0.068,0.032,0.158,0.103,imbalance,50
2/17/2025 12:47,-11.982,0.031,0.062,0.022,0.1,0.064,-12.023,0.049,0.076,0.035,0.159,0.105,imbalance,50
2/17/2025 12:47,-11.982,0.031,0.063,0.022,0.096,0.062,-12.023,0.046,0.069,0.032,0.152,0.107,imbalance,50
2/17/2025 12:47,-11.982,0.033,0.058,0.023,0.096,0.064,-12.023,0.048,0.077,0.034,0.157,0.103,imbalance,50
2/17/2025 12:47,-11.982,0.031,0.056,0.022,0.1,0.064,-12.024,0.046,0.068,0.032,0.159,0.104,imbalance,50
2/17/2025 12:47,-11.982,0.034,0.059,0.024,0.1,0.063,-12.024,0.049,0.072,0.035,0.15,0.102,imbalance,50
2/17/2025 12:47,-11.982,0.031,0.054,0.022,0.095,0.064,-12.023,0.046,0.076,0.032,0.15,0.104,imbalance,50
2/17/2025 12:47,-11.982,0.032,0.058,0.023,0.099,0.063,-12.024,0.046,0.078,0.032,0.152,0.105,imbalance,50
2/17/2025 12:47,-11.982,0.031,0.055,0.022,0.096,0.063,-12.023,0.049,0.069,0.035,0.158,0.106,imbalance,50
2/17/2025 12:47,-11.982,0.033,0.056,0.024,0.1,0.064,-12.023,0.049,0.071,0.034,0.153,0.104,imbalance,50
2/17/2025 12:47,-11.982,0.033,0.063,0.023,0.096,0.065,-12.024,0.046,0.079,0.032,0.158,0.102,imbalance,50
2/17/2025 12:47,-11.982,0.031,0.056,0.022,0.096,0.064,-12.024,0.046,0.081,0.032,0.148,0.106,imbalance,50
2/17/2025 12:47,-11.982,0.033,0.058,0.023,0.1,0.062,-12.023,0.049,0.073,0.035,0.156,0.105,imbalance,50
2/17/2025 12:47,-11.982,0.031,0.066,0.022,0.105,0.063,-12.023,0.046,0.084,0.032,0.154,0.104,imbalance,50
2/17/2025 12:47,-11.982,0.033,0.058,0.023,0.097,0.064,-12.024,0.049,0.075,0.035,0.16,0.103,imbalance,50
2/17/2025 12:47,-11.982,0.033,0.065,0.023,0.1,0.065,-12.024,0.046,0.083,0.032,0.154,0.106,imbalance,50
2/17/2025 12:47,-11.982,0.034,0.059,0.024,0.096,0.063,-12.024,0.049,0.068,0.035,0.159,0.105,imbalance,50
2/17/2025 12:48,-11.982,0.031,0.057,0.022,0.1,0.062,-12.024,0.048,0.075,0.034,0.152,0.104,imbalance,50
2/17/2025 12:48,-11.982,0.033,0.061,0.024,0.1,0.065,-12.024,0.046,0.078,0.032,0.153,0.103,imbalance,50
2/17/2025 12:48,-11.982,0.031,0.054,0.022,0.097,0.064,-12.023,0.048,0.068,0.034,0.159,0.105,imbalance,50
2/17/2025 12:48,-11.982,0.033,0.058,0.023,0.096,0.068,-12.024,0.046,0.071,0.032,0.162,0.104,imbalance,50
2/17/2025 12:48,-11.982,0.031,0.055,0.022,0.114,0.063,-12.023,0.048,0.078,0.034,0.158,0.105,imbalance,50
